ID,Breed,Breed_Size,Sex,Age,Weight_lbs,SpayNeuter_Status,Daily_Activity_Level,Diet,Food_Brand,Daily_Walk_Distance_miles,Other_Pets_in_Household,Medications,Seizures,Hours_of_Sleep,Play_Time_hrs,Owner_Activity_Level,Annual_Vet_Visits,Average_Temperature_F,Synthetic,Healthy
4608,Rottweiler,Large,Male,4.0,26.0,Neutered,Low,Special_diet,Iams,0.0,No,No,No,9.0,1.0,Moderate,2.0,61.0,Yes,Yes
4609,Bulldog,Medium,Female,12.0,47.0,,Active,Special_diet,,4.0,No,No,No,9.0,0.0,Active,1.0,57.0,Yes,Yes
4610,Yorkshire_Terrier,Small,Male,12.0,59.0,Neutered,Active,Wet_food,Blue_Buffalo,4.0,Yes,Yes,No,12.0,2.0,Low,3.0,57.0,Yes,Yes
4611,,Medium,Female,9.0,41.0,Neutered,,Home_cooked,Special,2.0,No,Yes,Yes,10.0,0.0,,1.0,,Yes,No
4612,Great_Dane,Large,Male,8.0,41.0,,Low,Wet_food,Pedigree,2.0,Yes,No,No,9.0,1.0,Very_Active,0.0,53.0,Yes,No
4613,Beagle,,Male,9.0,79.0,,Very_Active,Hard_food,Iams,3.0,No,Yes,,11.0,2.0,Moderate,0.0,45.0,Yes,No
4614,Labrador_Retriever,Large,Male,13.0,28.0,Spayed,Moderate,Wet_food,Purina,4.0,Yes,No,No,11.0,2.0,,0.0,66.0,Yes,No
4615,Dachshund,Small,Female,11.0,55.0,,,Wet_food,Purina,4.0,No,Yes,No,12.0,0.0,Low,1.0,40.0,Yes,No
4616,Yorkshire_Terrier,Small,Male,4.0,35.0,,Low,Wet_food,Hills_Science,1.0,No,No,No,11.0,2.0,Moderate,1.0,38.0,Yes,Yes
4617,Golden_Retriever,Large,Female,1.0,32.0,,,Special_diet,Royal_Canin,2.0,Yes,Yes,No,9.0,1.0,Very_Active,1.0,68.0,Yes,No
4618,Siberian_Husky,Medium,Female,8.0,32.0,Neutered,Very_Active,Hard_food,Iams,,Yes,No,No,9.0,1.0,,0.0,72.0,Yes,Yes
4619,Chihuahua,Small,Male,1.0,53.0,,Active,Wet_food,Hills_Science,2.0,No,No,No,9.0,2.0,Very_Active,4.0,60.0,Yes,Yes
4620,Bulldog,Medium,Female,11.0,64.0,Neutered,Active,Hard_food,Nutro,4.0,,No,No,11.0,2.0,Active,0.0,93.0,Yes,Yes
4621,Yorkshire_Terrier,Small,,6.0,47.0,,Very_Active,Wet_food,Wellness,4.0,No,Yes,No,10.0,2.0,Very_Active,1.0,89.0,,Yes
4622,Beagle,Small,Female,7.0,37.0,Spayed,Active,Wet_food,Purina,5.0,No,No,No,9.0,3.0,Very_Active,1.0,61.0,Yes,Yes
4623,Golden_Retriever,Large,Female,11.0,45.0,,Active,Special_diet,Nutro,3.0,Yes,Yes,No,13.0,2.0,Active,2.0,59.0,Yes,Yes
4624,,Medium,Male,13.0,62.0,Neutered,Low,Home_cooked,Special,2.0,No,No,No,12.0,0.0,Low,1.0,64.0,Yes,Yes
4625,Bulldog,Medium,Female,4.0,54.0,,Moderate,Wet_food,Nutro,1.0,Yes,Yes,No,11.0,1.0,Active,2.0,51.0,Yes,No
4626,Rottweiler,Large,Female,11.0,56.0,,Active,Hard_food,Blue_Buffalo,0.0,No,No,No,11.0,1.0,Low,3.0,66.0,Yes,Yes
4627,Dachshund,Small,Male,10.0,84.0,Spayed,Moderate,Special_diet,Hills_Science,2.0,No,No,No,9.0,0.0,,1.0,39.0,Yes,Yes
4628,German_Shepherd,Large,Female,7.0,39.0,,Low,Home_cooked,Special,4.0,Yes,No,No,8.0,2.0,,4.0,92.0,Yes,Yes
4629,Great_Dane,Large,Male,3.0,67.0,,Moderate,Hard_food,Purina,3.0,Yes,Yes,No,12.0,1.0,Very_Active,0.0,82.0,Yes,No
4630,German_Shepherd,Large,Female,10.0,53.0,,Low,Wet_food,Purina,2.0,No,No,No,12.0,2.0,Low,0.0,62.0,Yes,No
4631,Chihuahua,Small,Male,,72.0,Spayed,,Home_cooked,Special,2.0,Yes,Yes,No,10.0,1.0,,2.0,81.0,Yes,Yes
4632,Poodle,Small,Male,2.0,52.0,Neutered,Active,Hard_food,Royal_Canin,3.0,No,No,Yes,11.0,2.0,,0.0,71.0,Yes,Yes
4633,Great_Dane,,Female,6.0,45.0,Spayed,Low,Wet_food,Purina,4.0,Yes,No,No,11.0,3.0,Very_Active,1.0,78.0,Yes,Yes
4634,Beagle,Small,Female,5.0,38.0,Spayed,,Wet_food,Purina,3.0,Yes,Yes,Yes,13.0,1.0,Moderate,2.0,81.0,Yes,No
4635,Australian_Shepherd,Medium,Male,9.0,15.0,Spayed,Active,Hard_food,Nutro,4.0,No,Yes,No,13.0,2.0,,2.0,41.0,Yes,No
4636,Golden_Retriever,Large,Male,4.0,46.0,Spayed,Moderate,Wet_food,Iams,2.0,No,,No,9.0,1.0,Very_Active,3.0,52.0,Yes,Yes
4637,Doberman,Large,Male,9.0,42.0,,Very_Active,Wet_food,Wellness,3.0,No,No,No,9.0,3.0,,4.0,65.0,Yes,Yes
4638,Boxer,Medium,Female,10.0,66.0,Neutered,Very_Active,Hard_food,Nutro,6.0,No,No,No,9.0,1.0,,2.0,100.0,Yes,Yes
4639,Great_Dane,Large,Female,13.0,34.0,,,Special_diet,Royal_Canin,4.0,Yes,Yes,No,11.0,1.0,,1.0,69.0,Yes,No
4640,Beagle,Small,Male,9.0,53.0,Spayed,,Hard_food,Blue_Buffalo,3.0,No,Yes,No,10.0,,Very_Active,2.0,74.0,Yes,No
4641,Yorkshire_Terrier,Small,Male,11.0,49.0,Spayed,Active,Home_cooked,Special,6.0,No,Yes,,10.0,1.0,Low,3.0,100.0,Yes,Yes
4642,Labrador_Retriever,Large,Female,7.0,46.0,Spayed,Low,Hard_food,Pedigree,5.0,Yes,No,No,12.0,1.0,Very_Active,,64.0,Yes,Yes
4643,Australian_Shepherd,Medium,Male,1.0,33.0,,Moderate,Special_diet,Pedigree,,Yes,No,No,12.0,1.0,,0.0,39.0,Yes,No
4644,Labrador_Retriever,Large,Female,3.0,57.0,Spayed,Very_Active,Home_cooked,Special,1.0,No,No,No,11.0,1.0,Very_Active,1.0,56.0,Yes,Yes
4645,Bulldog,Medium,Female,6.0,47.0,Neutered,Moderate,Wet_food,Blue_Buffalo,1.0,Yes,No,No,10.0,1.0,Very_Active,0.0,84.0,Yes,Yes
4646,Bulldog,Medium,Female,6.0,,Neutered,Low,Wet_food,Wellness,2.0,No,Yes,No,10.0,4.0,Low,3.0,51.0,Yes,Yes
4647,Labrador_Retriever,Large,Female,7.0,59.0,Spayed,Active,Hard_food,Pedigree,1.0,No,No,No,13.0,2.0,Moderate,0.0,81.0,Yes,Yes
4648,Golden_Retriever,Large,Female,2.0,45.0,,Low,Special_diet,Royal_Canin,0.0,No,No,No,12.0,0.0,Very_Active,2.0,57.0,Yes,Yes
4649,Labrador_Retriever,Large,Female,4.0,74.0,Neutered,Active,Home_cooked,Special,1.0,Yes,Yes,,12.0,2.0,Low,0.0,57.0,Yes,Yes
4650,German_Shepherd,Large,Male,13.0,52.0,Neutered,,Hard_food,Royal_Canin,4.0,Yes,No,No,12.0,3.0,,0.0,48.0,,No
4651,Siberian_Husky,Medium,Female,7.0,28.0,,,Wet_food,Blue_Buffalo,4.0,Yes,No,No,11.0,1.0,Active,0.0,47.0,Yes,No
4652,Australian_Shepherd,Medium,Female,5.0,41.0,,,Hard_food,Iams,2.0,No,No,No,9.0,3.0,Active,2.0,46.0,Yes,Yes
4653,Golden_Retriever,Large,Female,5.0,42.0,Neutered,Low,Wet_food,Pedigree,0.0,Yes,No,No,12.0,3.0,,1.0,80.0,Yes,Yes
4654,Boxer,Medium,Female,9.0,28.0,Spayed,Active,Wet_food,Wellness,3.0,Yes,Yes,Yes,9.0,2.0,Low,1.0,61.0,Yes,No
4655,German_Shepherd,Large,Female,3.0,48.0,Spayed,Low,Wet_food,Iams,5.0,Yes,Yes,No,10.0,2.0,,1.0,80.0,Yes,Yes
4656,Rottweiler,Large,Female,4.0,59.0,Spayed,,Home_cooked,Special,1.0,Yes,No,,9.0,2.0,Moderate,3.0,76.0,Yes,Yes
4657,Poodle,Small,Male,13.0,79.0,,Moderate,Special_diet,Blue_Buffalo,1.0,No,No,No,,3.0,Active,0.0,69.0,Yes,No
4658,Bulldog,Medium,Male,4.0,43.0,,Moderate,Special_diet,Wellness,2.0,No,No,No,12.0,3.0,Active,1.0,77.0,Yes,Yes
4659,Rottweiler,Large,Female,7.0,52.0,Spayed,Active,Hard_food,Nutro,1.0,No,No,No,10.0,1.0,Moderate,2.0,37.0,Yes,Yes
4660,Labrador_Retriever,Large,Female,11.0,38.0,Neutered,,Hard_food,Nutro,4.0,No,No,No,9.0,2.0,,0.0,76.0,Yes,No
4661,,Large,Female,2.0,33.0,Neutered,Low,Wet_food,Pedigree,4.0,Yes,Yes,No,11.0,1.0,Active,3.0,56.0,Yes,Yes
4662,Siberian_Husky,Medium,Female,5.0,37.0,Spayed,Active,Wet_food,Pedigree,3.0,No,No,Yes,12.0,1.0,Active,1.0,81.0,Yes,Yes
4663,Yorkshire_Terrier,Small,Male,12.0,48.0,Neutered,Very_Active,Hard_food,Hills_Science,0.0,Yes,Yes,,12.0,0.0,Moderate,1.0,71.0,Yes,No
4664,Bulldog,Medium,Male,9.0,77.0,Neutered,,Wet_food,Nutro,5.0,Yes,No,Yes,9.0,2.0,Moderate,2.0,72.0,Yes,No
4665,Rottweiler,Large,Male,9.0,73.0,,Very_Active,Home_cooked,Special,3.0,Yes,No,No,11.0,1.0,Low,2.0,75.0,Yes,Yes
4666,Bulldog,Medium,Female,7.0,41.0,Neutered,Very_Active,Wet_food,,4.0,No,No,No,,1.0,,3.0,36.0,Yes,Yes
4667,German_Shepherd,Large,Male,8.0,57.0,Spayed,Very_Active,Home_cooked,Special,2.0,No,Yes,No,8.0,2.0,Active,0.0,58.0,Yes,Yes
4668,Labrador_Retriever,Large,Male,11.0,30.0,Spayed,Low,Hard_food,Hills_Science,1.0,Yes,No,No,8.0,,Moderate,1.0,53.0,Yes,Yes
4669,Bulldog,Medium,Female,5.0,50.0,Spayed,Active,Special_diet,Pedigree,3.0,Yes,No,No,11.0,2.0,Low,1.0,45.0,Yes,Yes
4670,Siberian_Husky,Medium,Female,9.0,50.0,,Low,Special_diet,Pedigree,2.0,,No,No,12.0,1.0,,3.0,82.0,Yes,Yes
4671,Dachshund,Small,Male,6.0,46.0,,Low,Hard_food,Nutro,4.0,No,No,No,11.0,3.0,Active,0.0,44.0,Yes,No
4672,Golden_Retriever,Large,Male,8.0,51.0,,Active,Hard_food,Royal_Canin,2.0,No,No,No,,3.0,Very_Active,2.0,85.0,Yes,Yes
4673,Yorkshire_Terrier,Small,Male,1.0,52.0,,,Wet_food,Purina,4.0,Yes,Yes,No,9.0,1.0,,3.0,61.0,Yes,No
4674,Poodle,Small,Male,6.0,67.0,,Very_Active,Hard_food,Blue_Buffalo,2.0,Yes,Yes,No,13.0,0.0,Active,1.0,41.0,Yes,Yes
4675,,Small,,2.0,47.0,,,Wet_food,Blue_Buffalo,1.0,Yes,Yes,No,11.0,1.0,,4.0,70.0,Yes,No
4676,Doberman,Large,Male,9.0,74.0,Spayed,Active,Home_cooked,Special,5.0,Yes,No,No,12.0,1.0,Moderate,1.0,42.0,Yes,Yes
4677,Great_Dane,Large,Male,2.0,32.0,Spayed,Active,Home_cooked,Special,2.0,Yes,Yes,No,12.0,1.0,Moderate,2.0,54.0,Yes,Yes
4678,Beagle,Small,Male,11.0,53.0,Spayed,Very_Active,Hard_food,Royal_Canin,2.0,Yes,Yes,No,12.0,3.0,,3.0,82.0,Yes,Yes
4679,Australian_Shepherd,Medium,Female,7.0,43.0,Spayed,,Home_cooked,Special,4.0,Yes,No,No,12.0,1.0,Moderate,1.0,66.0,Yes,Yes
4680,Beagle,Small,Female,3.0,26.0,,Very_Active,Special_diet,Blue_Buffalo,1.0,No,Yes,No,14.0,1.0,,2.0,69.0,Yes,Yes
4681,Yorkshire_Terrier,Small,Male,7.0,52.0,Neutered,Moderate,Hard_food,Pedigree,2.0,Yes,No,No,14.0,,Low,1.0,64.0,Yes,Yes
4682,Rottweiler,Large,Male,11.0,29.0,Neutered,Low,Home_cooked,Special,3.0,No,No,No,14.0,0.0,Low,1.0,65.0,Yes,Yes
4683,Rottweiler,Large,Female,12.0,,Spayed,Very_Active,Home_cooked,Special,3.0,No,No,No,12.0,2.0,Low,0.0,39.0,Yes,Yes
4684,Bulldog,Medium,Female,1.0,52.0,,Very_Active,Wet_food,Purina,4.0,No,No,No,13.0,1.0,Moderate,3.0,66.0,Yes,Yes
4685,,Large,Male,2.0,72.0,Neutered,Very_Active,Special_diet,Purina,1.0,No,Yes,No,12.0,3.0,Moderate,2.0,65.0,Yes,Yes
4686,Dachshund,Small,Male,4.0,54.0,Spayed,,Wet_food,Royal_Canin,1.0,Yes,No,Yes,12.0,2.0,Moderate,3.0,70.0,Yes,Yes
4687,,Small,Female,1.0,78.0,Spayed,,Wet_food,Royal_Canin,2.0,No,Yes,No,12.0,1.0,Active,2.0,65.0,Yes,No
4688,Chihuahua,Small,Female,4.0,51.0,Spayed,Very_Active,Wet_food,Wellness,2.0,No,No,,10.0,3.0,Moderate,0.0,67.0,Yes,Yes
4689,Australian_Shepherd,Medium,Female,7.0,41.0,Spayed,Moderate,Home_cooked,Special,3.0,No,No,No,9.0,0.0,,0.0,84.0,Yes,Yes
4690,Beagle,Small,Female,11.0,29.0,Spayed,Active,Hard_food,Hills_Science,2.0,No,Yes,No,12.0,1.0,Moderate,0.0,54.0,Yes,No
4691,Australian_Shepherd,Medium,Male,2.0,52.0,,Active,Special_diet,Hills_Science,1.0,Yes,Yes,No,10.0,2.0,Moderate,0.0,68.0,Yes,Yes
4692,Labrador_Retriever,Large,Male,4.0,71.0,,,Special_diet,Hills_Science,2.0,Yes,No,No,13.0,2.0,Low,3.0,62.0,Yes,Yes
4693,Rottweiler,Large,Female,10.0,62.0,Neutered,Low,Hard_food,Purina,4.0,Yes,No,No,10.0,1.0,Moderate,0.0,68.0,Yes,No
4694,Boxer,Medium,Female,1.0,47.0,Spayed,,Special_diet,Purina,4.0,No,No,No,13.0,1.0,Active,2.0,38.0,Yes,Yes
4695,Beagle,Small,Male,13.0,39.0,,Very_Active,Special_diet,Purina,3.0,No,Yes,No,10.0,1.0,Very_Active,3.0,69.0,Yes,Yes
4696,Beagle,Small,Female,12.0,102.0,Neutered,,Hard_food,Blue_Buffalo,4.0,No,No,No,9.0,2.0,Low,3.0,70.0,Yes,No
4697,,Large,Female,1.0,66.0,Neutered,,Home_cooked,Special,0.0,No,Yes,No,9.0,2.0,,2.0,44.0,Yes,Yes
4698,Doberman,Large,Male,8.0,46.0,,,Hard_food,Blue_Buffalo,4.0,Yes,No,No,13.0,0.0,Moderate,2.0,49.0,Yes,Yes
4699,Yorkshire_Terrier,Small,,5.0,45.0,Neutered,Low,Special_diet,Hills_Science,3.0,Yes,Yes,No,12.0,0.0,,1.0,55.0,Yes,Yes
4700,German_Shepherd,Large,Female,1.0,38.0,Spayed,Low,Wet_food,Hills_Science,3.0,Yes,Yes,No,10.0,2.0,Active,4.0,38.0,Yes,No
4701,Golden_Retriever,Large,Female,13.0,54.0,Neutered,Moderate,Special_diet,Purina,0.0,Yes,No,No,10.0,1.0,Active,2.0,73.0,Yes,Yes
4702,Poodle,Small,Male,13.0,54.0,Spayed,Moderate,Home_cooked,Special,4.0,Yes,No,No,13.0,3.0,Moderate,1.0,30.0,Yes,Yes
4703,Australian_Shepherd,Medium,Female,7.0,33.0,,Low,Special_diet,Nutro,0.0,Yes,No,No,11.0,3.0,Very_Active,0.0,63.0,Yes,Yes
4704,,Small,Male,6.0,54.0,Spayed,Active,Hard_food,Blue_Buffalo,1.0,No,No,No,13.0,2.0,Moderate,2.0,54.0,Yes,Yes
4705,Australian_Shepherd,Medium,Male,12.0,50.0,Neutered,Low,Home_cooked,,4.0,Yes,No,No,11.0,2.0,Moderate,3.0,71.0,Yes,Yes
4706,Australian_Shepherd,Medium,Female,5.0,34.0,Neutered,,Wet_food,Wellness,,No,No,No,10.0,2.0,Active,0.0,79.0,Yes,Yes
4707,Yorkshire_Terrier,Small,Male,11.0,34.0,Spayed,,Special_diet,,5.0,No,Yes,,12.0,4.0,Very_Active,1.0,71.0,Yes,Yes
4708,Dachshund,Small,Female,7.0,,Spayed,Low,Home_cooked,Special,3.0,No,Yes,No,10.0,1.0,Active,2.0,72.0,Yes,Yes
4709,Great_Dane,Large,Male,8.0,65.0,,Moderate,Wet_food,Purina,0.0,No,Yes,No,12.0,0.0,,1.0,74.0,Yes,No
4710,Labrador_Retriever,Large,,7.0,21.0,Neutered,,Home_cooked,Special,1.0,No,No,No,11.0,2.0,Active,1.0,78.0,Yes,Yes
4711,Boxer,Medium,Female,4.0,56.0,,Moderate,Wet_food,Purina,2.0,No,Yes,No,9.0,1.0,Moderate,3.0,44.0,Yes,Yes
4712,Yorkshire_Terrier,Small,Female,5.0,32.0,,,Hard_food,Wellness,2.0,No,Yes,No,12.0,2.0,Active,0.0,67.0,Yes,No
4713,German_Shepherd,Large,Male,3.0,70.0,Neutered,,Home_cooked,,4.0,Yes,No,No,9.0,1.0,Moderate,1.0,54.0,Yes,Yes
4714,Poodle,Small,Female,13.0,38.0,Spayed,Very_Active,Wet_food,Iams,2.0,No,Yes,No,9.0,1.0,Low,2.0,100.0,Yes,Yes
4715,Australian_Shepherd,Medium,Male,1.0,31.0,Spayed,Active,Hard_food,Hills_Science,2.0,Yes,Yes,No,12.0,1.0,Moderate,1.0,67.0,Yes,Yes
4716,Rottweiler,Large,Male,9.0,48.0,Spayed,Moderate,Home_cooked,Special,2.0,Yes,Yes,No,11.0,2.0,,1.0,70.0,Yes,Yes
4717,Dachshund,Small,Female,11.0,76.0,Spayed,Active,Special_diet,Purina,3.0,No,No,No,11.0,0.0,Active,2.0,65.0,Yes,Yes
4718,Yorkshire_Terrier,Small,Female,10.0,29.0,Spayed,Moderate,Home_cooked,Special,2.0,No,Yes,Yes,11.0,2.0,Moderate,2.0,67.0,Yes,No
4719,Yorkshire_Terrier,Small,Male,10.0,55.0,Neutered,Moderate,Special_diet,Iams,2.0,No,No,No,12.0,,Low,0.0,59.0,Yes,Yes
4720,Bulldog,Medium,Male,6.0,47.0,Neutered,Low,Special_diet,Purina,2.0,Yes,Yes,No,11.0,2.0,Very_Active,2.0,59.0,,Yes
4721,German_Shepherd,Large,Male,12.0,46.0,,Low,Home_cooked,Special,3.0,Yes,No,No,11.0,2.0,Very_Active,2.0,45.0,Yes,Yes
4722,German_Shepherd,Large,Male,1.0,61.0,Neutered,Very_Active,Wet_food,Pedigree,1.0,No,No,No,13.0,1.0,Moderate,1.0,30.0,,Yes
4723,Beagle,Small,Female,7.0,60.0,Spayed,Low,Home_cooked,Special,4.0,No,No,No,13.0,1.0,,1.0,79.0,Yes,Yes
4724,Bulldog,,Male,6.0,60.0,Neutered,,Home_cooked,Special,3.0,No,Yes,No,,2.0,Moderate,0.0,54.0,Yes,Yes
4725,Bulldog,Medium,Male,5.0,45.0,Neutered,,Special_diet,Purina,1.0,No,No,No,11.0,3.0,Moderate,2.0,75.0,Yes,Yes
4726,Chihuahua,Small,Male,11.0,,Neutered,Active,Hard_food,Royal_Canin,1.0,No,No,No,10.0,1.0,,2.0,49.0,Yes,Yes
4727,Beagle,Small,Female,4.0,61.0,Spayed,Low,Home_cooked,Special,2.0,No,No,No,12.0,2.0,,4.0,53.0,Yes,Yes
4728,German_Shepherd,Large,Male,8.0,43.0,Neutered,Very_Active,Home_cooked,,3.0,Yes,Yes,No,10.0,3.0,Low,2.0,43.0,Yes,Yes
4729,Labrador_Retriever,Large,Female,12.0,55.0,Neutered,Moderate,Wet_food,Iams,1.0,Yes,Yes,No,11.0,2.0,Moderate,1.0,30.0,Yes,No
4730,Golden_Retriever,Large,Male,7.0,78.0,Neutered,Low,Special_diet,Hills_Science,4.0,No,Yes,,9.0,2.0,Moderate,2.0,63.0,Yes,Yes
4731,Beagle,Small,Male,7.0,37.0,,Low,Special_diet,Blue_Buffalo,1.0,Yes,No,No,11.0,3.0,Low,0.0,62.0,Yes,Yes
4732,Poodle,Small,Female,4.0,38.0,,Active,Special_diet,Hills_Science,3.0,Yes,Yes,No,14.0,1.0,Very_Active,1.0,68.0,Yes,Yes
4733,Siberian_Husky,Medium,Male,13.0,55.0,,Active,Hard_food,Royal_Canin,3.0,Yes,No,No,12.0,0.0,Moderate,2.0,45.0,Yes,Yes
4734,Doberman,Large,Female,2.0,47.0,Spayed,Moderate,Special_diet,Hills_Science,3.0,Yes,No,No,13.0,1.0,Low,2.0,77.0,Yes,Yes
4735,Doberman,Large,Male,2.0,54.0,Spayed,Very_Active,Hard_food,Pedigree,3.0,No,Yes,No,9.0,1.0,Active,1.0,60.0,Yes,Yes
4736,Golden_Retriever,Large,Female,3.0,32.0,Spayed,Low,Hard_food,Wellness,2.0,Yes,No,No,11.0,1.0,,1.0,97.0,Yes,Yes
4737,Chihuahua,Small,Male,7.0,34.0,Spayed,Very_Active,Special_diet,Hills_Science,4.0,No,Yes,No,8.0,0.0,Moderate,1.0,,,Yes
4738,German_Shepherd,Large,Female,7.0,63.0,,Active,Home_cooked,Special,6.0,No,Yes,No,12.0,2.0,,2.0,70.0,Yes,Yes
4739,Australian_Shepherd,Medium,Female,13.0,42.0,Neutered,Very_Active,Wet_food,Hills_Science,5.0,Yes,,No,11.0,2.0,,3.0,41.0,Yes,Yes
4740,,Large,Male,3.0,45.0,Neutered,,Wet_food,Purina,5.0,No,No,No,11.0,2.0,Moderate,1.0,88.0,Yes,Yes
4741,Great_Dane,Large,Male,10.0,44.0,Neutered,,Wet_food,Purina,2.0,Yes,Yes,No,11.0,1.0,Moderate,1.0,56.0,Yes,No
4742,Labrador_Retriever,Large,Male,2.0,82.0,,,Home_cooked,Special,4.0,No,No,No,13.0,0.0,Very_Active,0.0,71.0,Yes,
4743,Yorkshire_Terrier,Small,Female,5.0,56.0,Spayed,Moderate,Hard_food,Wellness,5.0,No,No,No,10.0,2.0,,2.0,61.0,Yes,Yes
4744,Yorkshire_Terrier,Small,Female,2.0,,Spayed,Low,Hard_food,Purina,3.0,No,Yes,No,12.0,1.0,,1.0,64.0,Yes,Yes
4745,Dachshund,Small,Female,3.0,66.0,,Low,Hard_food,Royal_Canin,2.0,Yes,Yes,No,12.0,2.0,Very_Active,2.0,56.0,Yes,No
4746,Rottweiler,Large,Male,,53.0,Spayed,Active,Home_cooked,Special,3.0,No,Yes,No,11.0,2.0,,1.0,69.0,Yes,Yes
4747,Doberman,Large,Female,13.0,35.0,Spayed,Active,Special_diet,Pedigree,3.0,Yes,Yes,No,11.0,1.0,Very_Active,1.0,69.0,Yes,Yes
4748,Labrador_Retriever,Large,Male,13.0,47.0,Spayed,Very_Active,Home_cooked,Special,0.0,Yes,Yes,No,13.0,0.0,,1.0,66.0,Yes,Yes
4749,Chihuahua,Small,Male,11.0,39.0,Neutered,,Wet_food,Purina,4.0,Yes,Yes,No,8.0,3.0,,1.0,75.0,Yes,No
4750,German_Shepherd,Large,Female,5.0,27.0,,Very_Active,Home_cooked,Special,2.0,Yes,No,No,11.0,3.0,Active,3.0,78.0,Yes,Yes
4751,Dachshund,Small,Male,5.0,52.0,,Very_Active,Hard_food,Pedigree,3.0,No,No,No,14.0,3.0,Low,1.0,45.0,Yes,Yes
4752,Doberman,Large,Female,1.0,52.0,Neutered,Moderate,Special_diet,Wellness,2.0,Yes,Yes,No,11.0,2.0,Low,1.0,39.0,Yes,Yes
4753,Beagle,Small,Female,2.0,91.0,Neutered,Moderate,Wet_food,Wellness,4.0,,No,No,9.0,2.0,Moderate,2.0,100.0,Yes,Yes
4754,Poodle,Small,Male,3.0,65.0,Spayed,Active,Home_cooked,Special,0.0,No,Yes,No,12.0,1.0,,1.0,71.0,Yes,Yes
4755,Dachshund,Small,Male,10.0,10.0,,,Wet_food,Royal_Canin,3.0,No,No,Yes,10.0,1.0,Moderate,3.0,86.0,Yes,No
4756,Dachshund,Small,Male,3.0,59.0,,Active,Special_diet,Iams,3.0,No,Yes,No,9.0,1.0,Active,1.0,53.0,Yes,Yes
4757,Beagle,Small,Female,11.0,,,Active,,Hills_Science,2.0,No,No,No,9.0,2.0,Moderate,0.0,32.0,Yes,Yes
4758,Labrador_Retriever,Large,Male,11.0,28.0,Spayed,Low,Wet_food,Hills_Science,1.0,No,No,No,13.0,1.0,Active,2.0,100.0,Yes,Yes
4759,Golden_Retriever,Large,Male,9.0,51.0,,Active,Hard_food,Purina,4.0,Yes,No,No,11.0,,Moderate,3.0,71.0,Yes,Yes
4760,Siberian_Husky,Medium,Female,11.0,52.0,,Very_Active,Wet_food,Pedigree,4.0,Yes,No,No,11.0,3.0,,0.0,32.0,Yes,No
4761,Siberian_Husky,Medium,Male,3.0,46.0,,Moderate,Special_diet,,3.0,No,,No,11.0,3.0,Active,2.0,30.0,Yes,Yes
4762,Beagle,Small,Male,9.0,67.0,,Active,Special_diet,Blue_Buffalo,3.0,No,No,No,9.0,1.0,Moderate,2.0,80.0,Yes,Yes
4763,Beagle,Small,Female,6.0,30.0,Neutered,Moderate,Hard_food,Blue_Buffalo,4.0,No,No,Yes,12.0,3.0,Active,2.0,75.0,Yes,Yes
4764,Golden_Retriever,Large,Male,11.0,82.0,Neutered,Active,Home_cooked,Special,0.0,No,,No,11.0,2.0,Very_Active,1.0,90.0,Yes,Yes
4765,Yorkshire_Terrier,Small,Female,11.0,52.0,Spayed,Active,Wet_food,Iams,3.0,,No,No,12.0,2.0,Low,1.0,70.0,Yes,Yes
4766,German_Shepherd,Large,Male,6.0,67.0,Spayed,,Home_cooked,Special,5.0,Yes,No,No,11.0,3.0,Low,1.0,56.0,Yes,Yes
4767,German_Shepherd,Large,Female,1.0,46.0,Neutered,Very_Active,Special_diet,Blue_Buffalo,0.0,Yes,Yes,No,10.0,0.0,,3.0,40.0,Yes,Yes
4768,Labrador_Retriever,Large,Female,6.0,59.0,Spayed,Moderate,Hard_food,Hills_Science,4.0,Yes,Yes,No,12.0,2.0,Active,0.0,62.0,Yes,No
4769,Rottweiler,Large,Female,4.0,51.0,,Very_Active,Hard_food,Blue_Buffalo,3.0,No,No,No,11.0,1.0,Very_Active,1.0,57.0,Yes,Yes
4770,German_Shepherd,Large,Male,9.0,50.0,,Moderate,Hard_food,Hills_Science,2.0,No,No,No,9.0,2.0,,0.0,71.0,Yes,No
4771,Golden_Retriever,Large,Female,6.0,64.0,,Very_Active,Home_cooked,Special,2.0,Yes,No,No,9.0,1.0,Low,0.0,,Yes,Yes
4772,Yorkshire_Terrier,,Male,13.0,32.0,,,Special_diet,Blue_Buffalo,2.0,,,No,13.0,1.0,Moderate,2.0,59.0,Yes,No
4773,Poodle,Small,Female,1.0,50.0,,Active,Home_cooked,Special,3.0,No,Yes,No,11.0,1.0,,1.0,66.0,Yes,Yes
4774,Australian_Shepherd,Medium,Male,,51.0,,Active,Wet_food,Nutro,2.0,No,No,No,12.0,1.0,Low,3.0,53.0,Yes,Yes
4775,Siberian_Husky,Medium,Male,12.0,63.0,Neutered,Low,Home_cooked,Special,3.0,Yes,No,No,11.0,2.0,Low,2.0,82.0,Yes,Yes
4776,Chihuahua,Small,Female,12.0,45.0,Spayed,Low,Hard_food,Purina,3.0,Yes,No,No,11.0,2.0,Active,1.0,85.0,Yes,Yes
4777,Doberman,Large,Female,2.0,66.0,Spayed,Moderate,Special_diet,Nutro,3.0,No,No,No,12.0,2.0,Active,2.0,72.0,Yes,Yes
